분류,사업장명,전체주소,좌표
주유소,정원주유소,충청남도 천안시 서북구 신방로376 (성환읍),"[36.9232089, 127.1192714]"
주유소,정읍대림주유소,전라북도 정읍시 내장산로135 (금붕동),"[35.5340156, 126.8935816]"
주유소,정일주유소,경상북도 청도군 청도읍 중앙로 144,"[35.6422693, 128.7594845]"
주유소,정주유소,전라북도 김제시 콩쥐팥쥐로155 (순동),"[35.8120734, 126.9196472]"
주유소,정직한주유소,경기도 광주시 경충대로2110 (중대동),"[37.4066786, 127.2173377]"
주유소,정해주유소개발(주)인천주유소지점,인천광역시 남구 인주대로286 (주안동),"[37.451697, 126.668112]"
주유소,제2부자주유소,경상남도 양산시 중앙로19 (다방동),"[35.3330725, 129.0393453]"
주유소,제2자유로 주유소,경기도 고양시 덕양구 제2자유로154 (현천동),"[37.5829912, 126.8734266]"
주유소,제물포주유소,인천광역시 남구 경인로163 (도화동),"[37.4664183, 126.6610469]"
주유소,제물포하이웨이주유소,인천광역시 미추홀구 경인로194 (도화동),"[37.4650953, 126.6640468]"
주유소,제이에너지(주)남산주유소,대전광역시 서구 도산로446 (용문동),"[36.3368307, 127.39438]"
주유소,제이엠11주유소,경상북도 경주시 산업로5406 (강동면),"[35.9585239, 129.2462402]"
주유소,제이엠8주유소,경상북도 구미시 선산대로1198 (고아읍),"[36.2234743, 128.3119067]"
주유소,제이엠9주유소,경상북도 상주시 북상주로3 (만산동),"[36.4451809, 128.1573905]"
주유소,제일주유소,경상북도 군위군 동부로1042 (의흥면),"[36.1730068, 128.7185465]"
주유소,제일주유소,경상북도 청도군 중앙로28 (청도읍),"[35.6435579, 128.7473671]"
주유소,제일주유소,전라북도 남원시 요천로715 (주생면),"[35.372376, 127.312588]"
주유소,제철마리나주유소,전라남도 광양시 백운1로518 (진월면),"[34.9732952, 127.7470154]"
주유소,조성주유소,전라남도 보성군 조성로81 (조성면),"[34.8065277, 127.2441816]"
주유소,조아주유소,경기도 화성시 은행나무로561-4 (향남읍),"[37.1066197, 126.9338418]"
주유소,조양주유소,강원도 정선군 서동로1348 (정선읍),"[37.4058096, 128.6734232]"
주유소,조양주유소,충청남도 홍성군 내포로46 (홍성읍),"[36.5990766, 126.6632284]"
주유소,조은주유소,경기도 김포시 대명항로467 (대곶면),"[37.6477306, 126.5695661]"
주유소,조은주유소,부산광역시 사하구 낙동대로312 (괴정동),"[35.10214270000001, 128.9945348]"
주유소,조인에너지 셀프 파주역점,경기도 파주시 통일로1116 (파주읍),"[37.8082599, 126.7939766]"
주유소,조일주유소,전라남도 여수시 여수산단로60 (주삼동),"[34.797754, 127.663499]"
주유소,조화주유소,전라남도 여수시 율촌면 조화리 561번지,"[34.871202, 127.5875927]"
주유소,종로주유소,경기도 수원시 팔달구 정조로816 (팔달로1가),"[37.2806331, 127.0165743]"
주유소,종합운동장주유소,충청남도 천안시 서북구 백석로42 (백석동),"[36.8221699, 127.1165478]"
주유소,좋은에너지(주) 서해안주유소,충청남도 서산시 천수만로583-5 (부석면),"[36.627256, 126.3725321]"
주유소,좋은주유소,충청남도 홍성군 충서로2171 (금마면),"[36.6233026, 126.7243399]"
주유소,주)동강상사자운대주유소,대전광역시 유성구 자운로157번길122 (신봉동),"[36.4073426, 127.3390263]"
주유소,주)성은에너지제3주유소,부산광역시 사상구 강변대로412 (엄궁동),"[35.12209199999999, 128.9620804]"
주유소,주)태창에너지 좋은기름주유소,서울특별시 강북구 덕릉로158 (번동),"[37.6349074, 127.0313001]"
주유소,㈜OS에너지 용문주유소,부산시 기장군 일광면 기장대로710,"[35.2748809, 129.2298703]"
주유소,㈜OS에너지부전주유소,부산광역시 부산진구 신천대로 132 (부전동),"[35.1568124, 129.0588155]"
주유소,㈜경남에너지판매,경상남도 창원시 마산합포구 진북산업로457 (진북면),"[35.1543494, 128.4755558]"
주유소,㈜경동,"울산광역시 남구 장생포고래로 121,301호","[35.5027733, 129.3807983]"
주유소,㈜경동제이에이치개발,경상남도 양산시 덕계동 177-34,"[35.3721549, 129.160422]"
주유소,㈜경인석유고속도로외동(하)주유소,경상북도 경주시 외동읍 상석길 58-74,"[35.6697344, 129.2915777]"
주유소,주교고송영농회주유소,충청남도 보령시 토정로886 (주교면),"[36.3828685, 126.520548]"
주유소,㈜글로벌파워아시아,"서울시 강남구 도산대로 207,12층(신사동,성도빌딩)","[37.5204025, 127.0291047]"
주유소,㈜금호에너지 시청주유소,광주광역시 서구 천변좌하로200 (치평동,"[35.1518445, 126.8579259]"
주유소,주남주유소,광주광역시 동구 월남동 190번지,"[35.1036902, 126.9394113]"
주유소,㈜대상에너지,충남 당진시 송산면 현대제철로 256,"[36.9544345, 126.6974418]"
주유소,㈜대성에너지,강원도 횡성군 경강로4300 (둔내면),"[37.5234046, 128.2077028]"
주유소,㈜대주산업,충남 천안시 서북구 군산읍 군삼길81,"[36.8926011, 127.1557075]"
주유소,㈜대창석유직영 죽동주유소,전라남도 나주시 예향로3084 (세지면),"[34.9337746, 126.7115808]"
주유소,㈜대천에너지,충청남도 보령시 왕대산길47 (남곡동),"[36.33790949999999, 126.5697924]"
주유소,㈜도개휴게주유소,구미시 도개면 용산리 산1-5외 10필지,"[36.32954369999999, 128.3096947]"
주유소,㈜동마직영 기쁨가득주유소,대구광역시 달서구 달구벌대로1196 (신당동),"[35.8513945, 128.4983813]"
주유소,㈜두영석유열린주유소,울산광역시 중구 태화로164 (태화동),"[35.5524888, 129.2937188]"
주유소,㈜명진에너지,경남 진주시 진성면 동부로 1438,"[35.1896254, 128.232799]"
주유소,㈜바우현대주유소,충남 당진시 석문면 초락도리 204-6,"[37.0028245, 126.5098654]"
주유소,㈜반디이원 반디석유 운남점,광주광역시 광산구 하남대로364 (신가동),"[35.1779949, 126.8332937]"
주유소,㈜보문 북항아이시주유소,인천광역시 서구 원석로 133(원창동),"[37.5040303, 126.6413324]"
주유소,㈜블루에너지,서울특별시 영등포구 가마산로367 (대림동),"[37.5015666, 126.8987908]"
주유소,㈜비에스에너지,경기도 양주시 삼일로457 (남면),"[37.8583684, 126.9900044]"
주유소,㈜삼보 명진셀프주유소,부산광역시 동래구 충렬대로51 (온천동),"[35.20910629999999, 129.0669671]"
주유소,㈜삼오주유소,충청북도 청주시 청원구 중부고속도로22 (오창읍),"[36.7565849, 127.4818621]"
주유소,㈜새소망주유소,경기도 수원시 팔달구 팔달로137 (화서동,"[37.2807503, 127.0046091]"
주유소,주석self주유소,경기도 화성시 남양읍 주석로79,"[37.2188002, 126.8406128]"
주유소,㈜선보산업 화목주유소,경상남도 김해시 칠산로341 (화목동),"[35.2028767, 128.8507105]"
주유소,㈜세마오일,경기도 화성시 만년로 889 (,"[37.19343, 127.0030544]"
주유소,㈜송호에너지주유소,강원도 강릉시 독송길120 (운산동),"[37.7356718, 128.9419658]"
주유소,주식회사 구산에너지,경기도 하남시 미사대로 316,"[37.54341910000001, 127.236611]"
주유소,주식회사 그린오가닉,강원도 원주시 치악로3100 (소초면),"[37.4359511, 128.0225362]"
주유소,주식회사 대일에너지 교문지점,경기도 구리시 아차산로436 (교문동),"[37.5938062, 127.1316055]"
주유소,주식회사 대하직영 보광주유소,대구광역시 북구 칠곡중앙대로168 (태전동),"[35.9106655, 128.5487768]"
주유소,주식회사 덕원주유소,충청남도 보령시 충서로4063 (청소면),"[36.4648042, 126.6006093]"
주유소,주식회사 도,전라남도 광양시 인덕로777 (광양읍),"[34.9521376, 127.5815459]"
주유소,주식회사 도준코퍼레이션,인천광역시 부평구 장제로366 (갈산동),"[37.5183922, 126.732695]"
주유소,주식회사 동백열정주유소,경기도 용인시 기흥구 동백죽전대로381 (중동),"[37.2670273, 127.1649467]"
주유소,주식회사 동인석유 청사셀프주유소,세종특별자치시 세종시 다솜로 38,"[36.49579112069174, 127.25741454432547]"
주유소,주식회사 동해에너지,강원도 강릉시 동해대로4276 (연곡면),"[37.8633598, 128.8383942]"
주유소,주식회사 만정에너지,서울특별시 강남구 봉은사로433 (삼성동),"[37.51151340000001, 127.0470928]"
주유소,주식회사 봉봉,대전광역시 중구 대둔산로491 (산성동),"[36.3129249, 127.3889555]"
주유소,주식회사 부광주유소,경기도 군포시 엘에스로178 (산본동),"[37.3758827, 126.9435053]"
주유소,주식회사 서울에너지,서울특별시 성동구 천호대로324 (용답동),"[37.5641954, 127.0555794]"
주유소,주식회사 승지,서울특별시 마포구 백범로126 (염리동),"[37.5496169, 126.9476266]"
주유소,주식회사 신천아이씨주유소,경기도 시흥시 서해안로1326-1 (방산동),"[37.4304589, 126.7710875]"
주유소,주식회사 유아이에너지,서울특별시 강남구 테헤란로237 (역삼동)삼부빌딩 13층,"[37.5039689, 127.0417445]"
주유소,주식회사 이엠석유 배꽃나라주유소,서울특별시 노원구 화랑로466 (공릉동),"[37.618542, 127.0792521]"
주유소,주식회사 진우 화천지점,강원도 화천군 춘화로3180 (하남면),"[38.0864432, 127.6936398]"
주유소,주식회사 청정에너지,충청남도 금산군 인삼로416 (제원면),"[36.1026217, 127.5260899]"
주유소,주식회사 칠서공단에너지,경상남도 함안군 칠서면 대치리 275-1,"[35.3569544, 128.4867733]"
주유소,주식회사 흥실사랑주유소,전라북도 순창군 순창로269 (순창읍),"[35.3790127, 127.1435212]"
주유소,주식회사에이치씨 대하에너지월드컵주유소,대구광역시 달서구 월배로359 (송현동),"[35.8251562, 128.5544412]"
주유소,주식회사청주관문주유소,충청북도 청주시 서원구 청남로1894 (미평동),"[36.6023418, 127.4734478]"
주유소,주식회사피엘에너지,경기도 포천시 호국로83 (소흘읍),"[37.7830515, 127.1201528]"
주유소,주안주유소,경남 창녕군 대합면 우포2로 657,"[35.5722052, 128.443848]"
주유소,㈜알앤제이 한숲시티주유소,"용인시 처인구 남사면 완장리 498,497-6","[37.1544583, 127.1738472]"
주유소,주암댐주유소,전라남도 순천시 동주로2009 (주암면),"[35.0780829, 127.2313499]"
주유소,㈜에너지세븐원주점,강원도 원주시 원문로192 (단계동),"[37.3562862, 127.9285596]"
주유소,㈜엠디 묘도동주유소,"전라남도 여수시 묘도동1588-1,1590번지","[34.8796073, 127.7141273]"
주유소,㈜오일코모코 다목주유소,강원도 화천군 상서면 다파로32,"[38.174807, 127.5366366]"
주유소,㈜옥길충전소 현대주유소지점,경기도 부천시 옥길로143(옥길동),"[37.4661135, 126.82053]"
주유소,㈜왕산레저개발 선박주유소,인천 중구 을왕동 980번지,"[37.4516407, 126.3829845]"
주유소,㈜원일유통 강천산(광주)주유소,전북 순창군 순창읍 88올림픽고속도로23,"[35.3769309, 127.1470514]"
주유소,㈜원일유통 순창(대구)주유소,전북 순창군 순창읍 88올림픽고속도로 22,"[35.3769309, 127.1470514]"
주유소,㈜원흥 광주지점,광주광역시 남구 독립로143 (월산동),"[35.1462057, 126.9034134]"
주유소,㈜은성석유 양산IC주유소,경상남도 양산시 공단로 51(북정동),"[35.3556863, 129.0402401]"
주유소,㈜제이에스에너지,충청남도 천안시 동남구 망향로53 (신부동),"[36.828942, 127.1695606]"
주유소,㈜제이제이네트웍스 궁내동주유소,성남시 분당구 대왕판교로 270 (궁내동),"[37.37133670000001, 127.0929485]"
주유소,㈜제이케이에너지 송전IC주유소,경기도 용인시 처인구 경기동로634 (이동면),"[37.1418736, 127.1917812]"
주유소,㈜제일주유소,경기 남양주시 별내면 청학로 71,"[37.7072439, 127.1185286]"
주유소,㈜좋은기름나라 상개주유소지점,울산광역시 남구 92(상개동),"[35.5052995, 129.3129508]"
주유소,㈜좋은에너지,충청북도 충주시 충원대로 2508 (소태면),"[37.1097595, 127.8477368]"
주유소,㈜창조 구도일주유소 창조 청라,인천광역시 동구 중봉대로83 (송현동),"[37.4871658, 126.6452921]"
주유소,주천주유소,강원도 영월군 주천면 주천리 1357,"[37.2730968, 128.2707477]"
주유소,㈜천하주유소,경남 밀양시 부북면 제대2길 14,"[35.48625730000001, 128.726266]"
주유소,㈜청담금곡주유소,경기도 수원시 권선구 금곡동 1123,"[37.2754512, 126.9524957]"
주유소,주촌IC주유소,경상남도 김해시 서부로1598 (주촌면),"[35.236564, 128.8275211]"
주유소,㈜최강에너지본점,경기도 가평군 청군로450 (상면),"[37.7958862, 127.3521492]"
주유소,㈜태리 인천지점,인천광역시 서구 서곶로278-1 (심곡동),"[37.547077, 126.6775586]"
주유소,㈜태산에너지,경기도 포천시 내진로222 (내촌면),"[37.8023698, 127.213497]"
주유소,㈜통영IC주유소,경상남도 통영시 통영터널로 32,"[34.9036028, 128.4097112]"
주유소,㈜파리크라상 천등산(제천방향)주유소,충북 충주시 산척면 평택제천고속도로106,"[37.0613373, 127.9393689]"
주유소,㈜파리크라상 천등산(평택방향)주유소,충북 충주시 산척면 평택제천고속도로109,"[37.0769357, 127.9893113]"
주유소,주홍주유소,대전광역시 서구 도산로475 (탄방동),"[36.3441514, 127.4003611]"
주유소,죽림온천주유소,전라북도 완주군 춘향로4599 (상관면),"[35.760525, 127.215587]"
주유소,죽산에너지,경기도 안성시 서동대로6725 (죽산면),"[37.0725781, 127.4034095]"
주유소,죽산주유소,경기도 안성시 죽주로304 (죽산면),"[37.0766521, 127.4286509]"
주유소,중도석유(주),충청남도 논산시 계백로1091 (반월동),"[36.2044554, 127.0851699]"
주유소,중도석유(주)관문주유소,충청북도 청주시 흥덕구 가로수로1353 (복대동),"[36.6321435, 127.4469051]"
주유소,중도석유(주)오정동주유소,대전광역시 대덕구 대전로1144 (오정동),"[36.3566224, 127.4153742]"
주유소,중리제일주유소,경상남도 창원시 마산회원구 함마대로2843 (내서읍),"[35.2476529, 128.5221401]"
주유소,중마우리알뜰주유소,전라남도 광양시 행정2길30 (중동),"[34.9439711, 127.6964665]"
주유소,중부주유소,경상북도 군위군 경북대로2656-11 (효령면),"[36.1536389, 128.5868564]"
주유소,중부주유소,충청남도 당진시 서해로4912 (정미면),"[36.8384735, 126.5838037]"
주유소,중산리주유소,울산광역시 북구 산업로1652 (중산동),"[35.6628816, 129.3533928]"
주유소,중앙IC주유소,경기도 동두천시강변로 810(동두천동),"[37.9318281, 127.0550888]"
주유소,중앙셀프주유소,전라북도 군산시 공단대로552 (소룡동),"[35.9697305, 126.6853944]"
주유소,중앙주유소,세종특별자치시 새내로201 (조치원읍),"[36.6055746, 127.2963827]"
주유소,중앙주유소,인천광역시 계양구 경명대로971 (계산동),"[37.5442604, 126.7146757]"
주유소,중앙주유소,전라남도 순천시 강남로76 (장천동),"[34.9484982, 127.4867136]"
주유소,중앙주유소,충청북도 단양군 단양로 2727 (매포읍),"[37.08264560000001, 128.2707967]"
주유소,중원주유소,경기도 성남시 중원구 여수대로147 (여수동),"[37.4223058, 127.1188338]"
주유소,중원주유소,충청북도 음성군 대금로1088 (금왕읍),"[36.9793791, 127.5544922]"
주유소,중원주유소,충청북도 충주시 가곡로1022 (앙성면),"[37.107883, 127.7522745]"
주유소,즐거운주유소(셀프),울산광역시 남구 월평로229 (삼산동),"[35.5470669, 129.3298892]"
주유소,증약주유소,충청북도 옥천군 옥천로937 (군북면),"[36.3362003, 127.516661]"
주유소,증약주유소,충청북도 옥천군 옥천로941 (군북면),"[36.3361356, 127.5169521]"
주유소,증평IC주유소,충청북도 증평군 중부로2252 (증평읍),"[36.7861094, 127.5636658]"
주유소,지곡주유소,경상북도 포항시 남구 효자로142 (대잠동),"[36.0118579, 129.341316]"
주유소,지리산주유소,경상남도 산청군 지리산대로2336 (단성면),"[35.2710805, 127.8885711]"
주유소,지산제일주유소,대구광역시 수성구 지산로14길63 (지산동),"[35.8265284, 128.6370073]"
주유소,지산평리주유소,대구광역시 수성구 지산로14길63 (지산동) 지산동566-2,"[35.8265284, 128.6370073]"
주유소,지성주유소,대구광역시 동구 동촌로155 (검사동),"[35.8843186, 128.6579838]"
주유소,지에스칼텍스(주)GS옥길주유소,경기도 부천시 옥길로 6 (옥길동),"[37.4636783, 126.819074]"
주유소,지에스칼텍스(주)신동주유소,충청북도 제천시 내토로134 (신동),"[37.1269901, 128.1741485]"
주유소,지에스칼텍스㈜나주사랑주유소,나주시 금천면 광암리 203-1,"[35.0209507, 126.7627992]"
주유소,지에스칼텍스㈜직영 로타리점,강원도 동해시 중앙로227 (천곡동),"[37.5209184, 129.1141648]"
주유소,지천주유소,경상북도 칠곡군 신동로109 (지천면),"[35.9573868, 128.4844673]"
주유소,지평주유소,경기도 양평군 지평로239 (지평면),"[37.4768258, 127.6395876]"
주유소,지형주유소,인천광역시 옹진군 대청로222,"[37.8294, 124.7102572]"
주유소,지호주유소,전라남도 여수시 서부로1942 (율촌면),"[34.878155, 127.5765862]"
주유소,직영주유소,경기도 평택시 서해로1449 (청북읍),"[37.0216752, 126.9427292]"
주유소,진고개주유소,강원도 강릉시 진고개로1067 (연곡면),"[37.8430877, 128.6583892]"
주유소,진도농협의신지점주유소,전라남도 진도군 돈지로6 (의신면),"[34.4479563, 126.2791984]"
주유소,진동농협주유소,경상남도 창원시 마산합포구 삼진의거대로658 (진동면),"[35.116567, 128.4893414]"
주유소,진등재주유소,경상남도 의령군 용덕면 의합대로 496,"[35.3530555, 128.3016829]"
주유소,진례현대주유소,경상남도 김해시 고모로1 (진례면),"[35.2285119, 128.7675857]"
주유소,진보현대주유소,경상북도 청송군 경동로3866 (진보면),"[36.52156859999999, 129.0813467]"
주유소,진성주유소,경기도 화성시 서봉로863 (정남면),"[37.1516576, 126.9621918]"
주유소,진성주유소,경상남도 창원시 마산회원구 함마대로2878 (내서읍),"[35.2454324, 128.5253376]"
주유소,진수산업(주),충청북도 진천군 원덕로401 (진천읍),"[36.8620331, 127.4505161]"
주유소,진양주유소,충청남도 아산시 온천대로1735 (모종동),"[36.7839955, 127.0211404]"
주유소,진원주유소,경기도 의정부시 서부로749-1 (가능동,"[37.7587228, 127.0412046]"
주유소,진월IC주유소,전라남도 광양시 백운1로512 (진월면),"[34.97238790000001, 127.7468134]"
주유소,진전주유소,경상남도 창원시 마산합포구 남해안대로4350 (진전면),"[35.1010921, 128.4003664]"
주유소,진주남부농협 호탄주유소,경상남도 진주시 호탄길34번길25 (호탄동),"[35.1650102, 128.1181264]"
주유소,진천IC주유소,충청북도 진천군 덕금로106-29 (진천읍),"[36.869606, 127.4626056]"
주유소,짱구주유소,전라북도 익산시 여강로417 (망성면),"[36.0851313, 127.0558195]"
주유소,차경주유소,전라남도 고흥군 우주항공로232 (도양읍),"[34.5447641, 127.140726]"
주유소,차사랑주유소,대구광역시 남구 성당로138 (대명동),"[35.8472677, 128.5677971]"
주유소,차사랑주유소,울산광역시 울주군 온산로317 (청량면),"[35.466986, 129.3294618]"
주유소,차사랑주유소,전라남도 영암군 녹색로2051 (미암면),"[34.7209304, 126.5748036]"
주유소,차사랑주유소,충청남도 서천군 금강로1128 (마서면),"[36.02454609999999, 126.7280601]"
주유소,차에너지주유소,충청남도 공주시 차령로1856 (동현동),"[36.4798038, 127.1674763]"
주유소,차오름주유소,경기도 남양주시 양지로157 (오남읍),"[37.6919916, 127.2016768]"
주유소,착한10,전라북도 완주군 과학로448 (삼례읍),"[35.908425, 127.1254744]"
주유소,착한5주유소,전라북도 전주시 덕진구 동부대로1192 (송천동2가),"[35.8692265, 127.1075548]"
주유소,착한6주유소,전라북도 익산시 서동로256 (신흥동),"[35.9428516, 126.9951486]"
주유소,착한8주유소,전라북도 익산시 익산대로2538 (용동면),"[36.1283228, 126.986957]"
주유소,착한9주유소,경기도 부천시 원미구 길주로460 (춘의동),"[37.5043703, 126.7935927]"
주유소,착한주유소,경기도 의정부시 호국로1097 (가능동),"[37.743264, 127.0257654]"
주유소,착한주유소,경상남도 창녕군 낙동로843 (도천면),"[35.4053248, 128.5067603]"
주유소,착한주유소,경상북도 구미시 야은로381 (도량동),"[36.1336044, 128.3233024]"
주유소,착한주유소,충청남도 아산시 장존동 317-1,"[36.7504299, 127.0164587]"
주유소,착한주유소,충청북도 충주시 팽고리산길90 (금릉동),"[36.9930332, 127.9242677]"
주유소,참기름주유소,대전광역시 대덕구 한밭대로1186 (중리동),"[36.358683, 127.4301915]"
주유소,참사랑주유소,전라북도 군산시 산북로180 (소룡동),"[35.9696194, 126.6754559]"
주유소,참사랑주유소,충청남도 공주시 백제큰길2497 (우성면),"[36.4926521, 127.1322832]"
주유소,참좋은주유소,충청남도 서산시 충의로2105 (대산읍),"[36.9507392, 126.4252967]"
주유소,참좋은주유소,충청북도 음성군 원중로1485,"[36.8985522, 127.5593253]"
주유소,창선주유소,경상남도 남해군 동부대로2400 (창선면),"[34.8702683, 128.009479]"
주유소,창선주유소,충청남도 천안시 서북구 망향로251 (성거읍),"[36.8442168, 127.1782756]"
주유소,창신주유소,경상북도 칠곡군 공단로132 (왜관읍),"[35.9647949, 128.4112062]"
주유소,창신주유소,경상북도 포항시 북구 기계면 기계로594,"[36.0900812, 129.1592914]"
주유소,창신주유소,인천광역시 서구 고산로35 (원당동),"[37.5957664, 126.7008959]"
주유소,창암주유소,부산광역시 기장군 신정관로188 (정관읍),"[35.3295456, 129.2012902]"
주유소,창영주유소,전라북도 군산시 옥녀로36 (내초동),"[35.9609044, 126.6158006]"
주유소,창용주유소,충청남도 아산시 아산호로642 (영인면),"[36.9110888, 126.974414]"
주유소,창일주유소,경기도 고양시 일산동구 고양대로910 (풍동),"[37.677601, 126.7961618]"
주유소,창평주유소,경상북도 봉화군 파인토피아로1651 (봉성면),"[36.8859241, 128.8180211]"
주유소,채움주유소,용인시 처인구 남사면 통삼리 811,"[37.1433633, 127.1271228]"
주유소,챔피언주유소,광주광역시 북구 무등로178 (신안동),"[35.1678705, 126.8997494]"
주유소,챔피언주유소,대구광역시 북구 신천동로1000 (산격동),"[35.9029849, 128.5968739]"
주유소,천보산주유소,경기도 포천시 송우로124 (소흘읍),"[37.8323252, 127.1363639]"
주유소,천봉주유소,충북 보은군 보은읍 학림리 334-10 외3필지,"[36.533871, 127.718753]"
주유소,천봉주유소,충청북도 보은군 보은읍 학림리 334-10,"[36.533871, 127.718753]"
주유소,천사대교주유소,전라남도 신안군 압해읍 압해로 205(신장리 산168-3),"[34.8331893, 126.3680714]"
주유소,천생산주유소,경상북도 구미시 인동가산로395 (구평동),"[36.0926129, 128.4534084]"
주유소,천수만주유소,충청남도 태안군 천수만로134-3 (남면),"[36.6252613, 126.3254838]"
주유소,천일주유소,경기도 연천군 전영로224 (청산면),"[38.032626, 127.0904274]"
주유소,천일주유소,경상남도 밀양시 석정로77 (내일동),"[35.4968193, 128.7514692]"
주유소,천일주유소,경상북도 영천시 금송로734 (청통면),"[35.9706176, 128.8222465]"
주유소,천일주유소,부산광역시 동구 중앙대로168 (초량동),"[35.1194443, 129.0409844]"
주유소,천지인주유소,대전광역시 중구 대종로44 (옥계동),"[36.2996944, 127.4549153]"
주유소,천지주유소,경상북도 안동시 길안청송로 342 (길안면),"[36.4566006, 128.9250215]"
주유소,천지주유소,경상북도 안동시 길안청송로348 (길안면),"[36.4566006, 128.9250215]"
주유소,천포주유소,전라남도 보성군 충의로792 (회천면),"[34.7191328, 127.122339]"
주유소,첨단주유소,광주광역시 광산구 사암로865 (도천동),"[35.2132892, 126.8193898]"
주유소,청계산주유소,경기도 성남시 수정구 청계산로458 (상적동),"[37.4305013, 127.0731515]"
주유소,청남셀프주유소,경상남도 함안군 삼칠로306 (칠서면),"[35.3199773, 128.5098984]"
주유소,청남주유소,대전광역시 대덕구 오정로123 (오정동),"[36.3558996, 127.405871]"
주유소,청년주유소,제주시 구좌읍 동복리1713-1,"[33.5474526, 126.7063392]"
주유소,청담주유소,경상남도 진주시 말티고개로77 (초전동),"[35.1982832, 128.1103708]"
주유소,청담주유소,서울특별시 강북구 도봉로155 (미아동),"[37.6268335, 127.0269077]"
주유소,청도군산림조합주유소,경상북도 청도군 각남로333 (각남면),"[35.65306169999999, 128.6837867]"
주유소,청도농협주유소,경상북도 청도군 청화로19 (화양읍),"[35.6493719, 128.7298265]"
주유소,청라셀프주유소,인천광역시 서구 경명대로284 (경서동),"[37.5563637, 126.6403484]"
주유소,청라에너지,인천 서구 봉수대로690,"[37.5556036, 126.6578199]"
주유소,청라주유소,인천광역시 서구 중봉대로776 (경서동),"[37.5208488, 126.6485304]"
주유소,청룡명품주유소,부산광역시 금정구 중앙대로2130 (청룡동),"[35.28321, 129.0661705]"
주유소,청룡셀프주유소,경기도 평택시 만세로1595 (청룡동),"[37.0256354, 127.123825]"
주유소,청룡주유소,경상북도 군위군 경북대로4225 (군위읍),"[36.2787461, 128.5783601]"
주유소,청룡주유소,경상북도 영천시 호국로253 (조교동),"[35.9786474, 128.9648934]"
주유소,청룡주유소,전라남도 여수시 상암로491 (호명동),"[34.8112034, 127.7281074]"
주유소,청명IC주유소,경기도 용인시 기흥구 기곡로3 (하갈동),"[37.2529314, 127.1016593]"
주유소,청명산주유소,용인시 기흥구 청명산로 1(하갈동),"[37.2549923, 127.0927992]"
주유소,청산농업협동조합,전라남도 완도군 청산로29 (청산면),"[34.1807544, 126.8574369]"
주유소,청산주유소,경상북도 경산시 팔공로282 (와촌면),"[35.9601481, 128.7731811]"
주유소,청산주유소,충청북도 옥천군 지전길8 (청산면),"[36.3440628, 127.7958473]"
주유소,청솔주유소,경상남도 하동군 경서대로1816 (북천면),"[35.1065636, 127.8430646]"
주유소,청양주유소,충청남도 청양군 칠갑산로271 (청양읍),"[36.4507713, 126.8064448]"
주유소,청유주유소,강원도 강릉시 경강로2228 (포남동),"[37.7748552, 128.9078407]"
주유소,청자로셀프주유소,전라북도 부안군 청자로1518 (보안면),"[35.6105007, 126.654567]"
주유소,청정이엔지(주) 주유소,광주광역시 서구 상무자유로18 (치평동),"[35.1512611, 126.8361129]"
주유소,청정주유소,충청남도 청양군 정산면 충의로 1188,"[36.3953911, 126.9402634]"
주유소,청주공항주유소,충청북도 청주시 청원구 팔결신대로517 (북이면),"[36.735483, 127.5209516]"
주유소,청주제일주유소,충청북도 청주시 흥덕구 가로수로1086번길1 (비하동),"[36.6256901, 127.4174218]"
주유소,청진주유소,충청북도 옥천군 남부로2039 (청산면),"[36.334563, 127.8025076]"
주유소,청천농협주유소,충청북도 괴산군 괴산로1352 (청천면),"[36.659638, 127.7583286]"
주유소,청천주유소,인천광역시 부평구 마장로415 (청천동),"[37.5151901, 126.7031592]"
주유소,청풍주유소,경기도 양주시 화합로1174 (은현면),"[37.8489366, 127.0457245]"
주유소,청하Self주유소,경상북도 포항시 북구 동해대로2405 (청하면),"[36.1835059, 129.3422312]"
주유소,초량주유소,부산광역시 동구 중앙대로302 (초량동),"[35.11794, 129.0391891]"
주유소,초월주유소,경기도 광주시 경충대로882 (초월읍),"[37.3621399, 127.315202]"
주유소,초이주유소,경기도 하남시 천호대로1427 (초이동),"[37.5448514, 127.1672454]"
주유소,초장주유소,경상남도 진주시 월아산로2076 (초전동),"[35.212711, 128.1176166]"
주유소,최고셀프주유소,대구광역시 남구 대명로20 (대명동),"[35.8365873, 128.5680323]"
주유소,최남단현대주유소,제주특별자치도 서귀포시 상모로14 (대정읍),"[33.2269336, 126.287568]"
주유소,추풍령(서울방면)주유소,경상북도 김천시 경부고속도로214-2 (봉산면),"[36.19971890000001, 128.0032422]"
주유소,춘장대IC주유소,충청남도 서천군 충서로1310 (비인면),"[36.1626959, 126.6127683]"
주유소,춘천강동농협주유소,강원도 춘천시 동면 장학리 809-1,"[37.8933301, 127.756605]"
주유소,충렬주유소,부산광역시 동래구 충렬대로463 (안락동),"[35.1971821, 129.1091902]"
주유소,충무주유소,경상남도 창원시 진해구 충장로1 (도천동),"[35.1536591, 128.6484843]"
주유소,충청주유소,인천광역시 계양구 벌말로614 (하야동),"[37.5807815, 126.7868857]"
주유소,치산주유소,경상북도 영천시 치산효령로425 (신녕면),"[36.0582526, 128.7475179]"
