분류,사업장명,전체주소,좌표
공장,(주)키코,부산광역시 사하구 다산로106번길 35 (다대동),"[35.0644956, 128.9585723]"
공장,(주)키프로토,"경기도 평택시 청북읍 고렴길 165, 고렴리 527-13 (청북읍)","[37.0608578, 126.9323159]"
공장,(주)키프코전자항공,경상남도 창원시 의창구 죽전로68번길 18 (팔용동),"[35.2452194, 128.6235908]"
공장,(주)킴스코파쎄,경기도 안산시 단원구 해봉로 272-13 (신길동),"[37.3236455, 126.7712925]"
공장,(주)킴스코퍼레이션드릴남동사업부,"인천광역시 남동구 남동동로 281,  47블럭 9로트 (논현동)","[37.4084485, 126.7064092]"
공장,(주)타보스,충청남도 천안시 서북구 직산읍 4산단3로 36-6,"[36.859283, 127.112258]"
공장,(주)타스,인천광역시 남동구 남동동로 203 (고잔동),"[37.4024012, 126.7022585]"
공장,(주)타이드,"서울특별시 금천구 디지털로9길 32, A동 9층 906호 일부 (가산동, 갑을 그레이트밸리)","[37.4794444, 126.8875]"
공장,(주)타임기술,"경상남도 창원시 성산구 완암로 50, 메카동 813호 (성산동, SK테크노파크)","[35.2056174, 128.6637929]"
공장,(주)타임리치,"경기도 시흥시 공단1대로 13, 공장동 8층 801 (정왕동)","[37.3381123, 126.7248191]"
공장,(주)타임리치,"경기도 시흥시 공단1대로 13, 공장동 8층 803 (정왕동)","[37.3381123, 126.7248191]"
공장,(주)타임리치,"경기도 시흥시 공단1대로 13, 공장동 8층 804 (정왕동)","[37.3381123, 126.7248191]"
공장,(주)타임이엔씨,강원도 춘천시 남산면 보매기길 82 ((주)선양),"[37.7843561, 127.6395356]"
공장,(주)탈리스,경기도 시흥시 정왕동 0번지 시화MTV단지 3사406,"[37.3305473, 126.6925654]"
공장,(주)탑런몰드텍,경상북도 구미시 옥계2공단로 46-14 (황상동),"[36.1163478, 128.4186464]"
공장,(주)탑런몰드텍,경상북도 구미시 옥계2공단로5길 13 (구포동),"[36.1305609, 128.4145511]"
공장,(주)탑스,경기도 안산시 단원구 당쟁이로 27 (신길동),"[37.3271457, 126.770906]"
공장,(주)탑스,경기도 안산시 단원구 안산길 54 (신길동),"[37.3270684, 126.7704886]"
공장,(주)탑스,광주광역시 북구 첨단벤처소로15번길 7 (월출동),"[35.2345796, 126.8593414]"
공장,(주)탑시스템,"경기도 시흥시 엠티브이24로56번길 21, 시화MTV 3사 804호 (정왕동)","[37.3532792, 126.7434055]"
공장,(주)탑에이테크놀로지,"인천광역시 남동구 앵고개로654번길 15,  169블록3로트 (고잔동)","[37.3886966, 126.710517]"
공장,(주)탑엔지니어링,경상북도 구미시 고아읍 농공단지길 53-17,"[36.2174191, 128.323282]"
공장,(주)탑엔지니어링2공장,경상북도 구미시 고아읍 오로리 60-1번지,"[36.2179516, 128.323312]"
공장,(주)탑엔지니어링3공장,경상북도 구미시 고아읍 농공단지길 45,"[36.2167676, 128.3252325]"
공장,(주)탑인프라,광주광역시 북구 추암로 69 (대촌동),"[35.222888, 126.860587]"
공장,(주)탑테크,경상북도 구미시 산동면 첨단기업2로 36-3 ((주)탑테크공장),"[36.1405438, 128.4523296]"
공장,(주)탑테크21,"서울특별시 금천구 가산디지털2로 114, 2층 2호 (가산동, 한국전자협동아파트형공장)","[37.478516, 126.8802315]"
공장,(주)탑텍,충청남도 천안시 서북구 직산읍 4산단3로 133,"[36.8618136, 127.114556]"
공장,(주)탑피온,전라북도 군산시 산단동서로 44-32 (오식도동),"[35.953992, 126.5786568]"
공장,(주)태가,"경기도 시흥시 마유로118번길 33, 1376-15 3라 717호 (정왕동)","[37.3286568, 126.7237672]"
공장,(주)태경,"경기도 시흥시 마유로82번길 104, 2101-2 3마502 (정왕동)","[37.3591951, 126.7537562]"
공장,(주)태경,"경기도 시흥시 마유로92번길 19, 3마 110 (정왕동)","[37.3277124, 126.7205855]"
공장,(주)태경식품,"충청북도 제천시 바이오밸리1로 115 (왕암동, (주)태경식품)","[37.1499963, 128.1712547]"
공장,(주)태광,강원도 동해시 공단3로 24 (구호동),"[37.4744901, 129.1430685]"
공장,(주)태광,부산광역시 강서구 화전산단5로 51 (화전동),"[35.1022181, 128.8759495]"
공장,(주)태광공조,경상북도 구미시 산동면 첨단기업5로 109-60,"[36.1486471, 128.4436771]"
공장,(주)태광메텍,전라북도 군산시 산단동서로 121 (오식도동),"[35.9498381, 126.5696137]"
공장,(주)태광산업,"인천광역시 남동구 남동서로144번길 26,  85블록8로트 (고잔동)","[37.4025079, 126.6900428]"
공장,(주)태광이알텍,"광주광역시 서구 염화로45번길 13, 지하1층 8호 (화정동, 라인동산아파트)","[35.1386986, 126.87002]"
공장,(주)태광이엔이,"인천광역시 부평구 부평대로 283, c동 B1층 111 (청천동, 부평 우림라이온스밸리)","[37.5172571, 126.7200959]"
공장,(주)태광플러스,인천광역시 남동구 능허대로625번길 124 (고잔동),"[37.3961707, 126.6859644]"
공장,(주)태극텍라인,경상북도 구미시 3공단2로 123 (시미동),"[36.0913527, 128.4059533]"
공장,(주)태길,"경기도 시흥시 옥구천서로 249, 1나 503 (정왕동)","[37.346742, 126.7182876]"
공장,(주)태동씨앤에스,"경기도 안산시 단원구 목내로 32,  7블럭 18롯트 (목내동)","[37.3022483, 126.7728735]"
공장,(주)태랑,전라북도 군산시 옥구읍 광월안길 19 (옥구읍),"[35.9295879, 126.7125699]"
공장,(주)태백,전라북도 군산시 외항로 925-9 (오식도동),"[35.9541906, 126.5722298]"
공장,(주)태백철강,경상남도 진주시 솔밭로44번길 23 (상평동),"[35.1734059, 128.1098146]"
공장,(주)태비,"서울특별시 금천구 가산디지털1로 70, 7층 714호 (가산동, 호서대벤처타워)","[37.4722248, 126.8859774]"
공장,(주)태산솔루젼스,"경기도 성남시중원구 상대원동 5445번지 우림라이온스밸리3차 7층 709,710","[37.4337212, 127.1704268]"
공장,(주)태산에프에이,"경기도 안산시 단원구 별망로128번길 15, 5바 204-2 (성곡동)","[37.3120617, 126.7406109]"
공장,(주)태산테크,경상북도 구미시 수출대로9길 26-38 (공단동),"[36.1135346, 128.3809195]"
공장,(주)태상,부산광역시 강서구 녹산산업북로 75 (송정동),"[35.0983363, 128.8332841]"
공장,(주)태상,부산광역시 사하구 다산로176번길 30 (다대동),"[35.0702329, 128.9579081]"
공장,(주)태성,"경기도 안산시 단원구 해안로 228, (824-5) (원시동, (주)태성)","[37.2963408, 126.7813311]"
공장,(주)태성기계,경기도 화성시 남양읍 주석로175번길 21-21,"[37.21723739999999, 126.8543756]"
공장,(주)태성기연,충청남도 아산시 둔포면 아산밸리로387번길 28,"[36.918464, 127.0621265]"
공장,(주)태성기전,경기도 화성시 장안면 버들로 982,"[37.1172335, 126.8248554]"
공장,(주)태성산업,"울산광역시 남구 산업로 430-2, (358-8) (여천동, (주)태성산업)","[35.5209637, 129.3455235]"
공장,(주)태성산업,울산광역시 울주군 온산읍 회학3길 38-3,"[35.4555091, 129.3327062]"
공장,(주)태성아노다이징,"인천광역시 남동구 청능대로448번길 71 (고잔동, 디에스솔텍주식회사)","[37.3958162, 126.7070126]"
공장,(주)태성엔지니어링,"강원도 동해시 공단6로 72 (구호동, (주)태성엔지니어링)","[37.4756697, 129.1355966]"
공장,(주)태성이엠씨,인천광역시 서구 보도진로42번길 20 (가좌동),"[37.4926698, 126.6523495]"
공장,(주)태성정밀,"경상남도 김해시 주촌면 골든루트로 157-21,  E-4","[35.2154841, 128.8322224]"
공장,(주)태성테크,울산광역시 남구 용잠로74번길 26 (부곡동),"[35.4978188, 129.3441224]"
공장,(주)태성하이텍,"인천광역시 남동구 함박뫼로318번길 20, 302호, 17블럭 4로트 (논현동)","[37.41403380000001, 126.6984318]"
공장,(주)태성환경연구소,울산광역시 울주군 온산읍 회학3길 56-20,"[35.4565714, 129.327664]"
공장,(주)태성환경연구소,울산광역시 울주군 웅촌면 원당골길 13-1,"[35.4741706, 129.2183523]"
공장,(주)태양금속,부산광역시 사하구 다산로 240 (장림동),"[35.07426420000001, 128.9558357]"
공장,(주)태양기전,부산광역시 강서구 과학산단2로3번길 40 (지사동),"[35.1496055, 128.8266333]"
공장,(주)태양정공,인천광역시 남동구 청능대로 296 (고잔동),"[37.402337, 126.6927565]"
공장,(주)태양테크,"인천광역시 남동구 남동대로 222,  71블럭 18로트 (고잔동) (총 2 필지)","[37.40434279999999, 126.6985588]"
공장,(주)태양프라스틱,"인천광역시 남동구 앵고개로556번길 107,  157블럭 11로트 (고잔동)","[37.3888375, 126.6975587]"
공장,(주)태연메디칼,강원도 원주시 문막읍 동화공단로 132-1,"[37.3363196, 127.8362362]"
공장,(주)태연메디칼,"인천광역시 남동구 함박뫼로 396,  45블럭 6로트 102호 (논현동)","[37.4107284, 126.7066049]"
공장,(주)태영금속,인천광역시 남동구 호구포로 125-1 (고잔동),"[37.3953976, 126.7039977]"
공장,(주)태영엔지니어링,경상남도 창원시 의창구 평산로8번길 38 (팔용동),"[35.2428482, 128.6168218]"
공장,(주)태영열처리,부산광역시 사하구 다산로176번길 17 (다대동),"[35.0687826, 128.9575655]"
공장,(주)태영오토텍,경상남도 창원시 성산구 월림로67번길 13 (신촌동),"[35.2075497, 128.6418197]"
공장,(주)태영정공,"경기도 안산시 단원구 동산로27번길 103 (원시동, 메가티엔에스(주))","[37.3215891, 126.7876616]"
공장,(주)태영정공,"경기도 화성시 향남읍 발안공단로1길 70, 발안일반산업단지 33-9B/L","[37.0854254, 126.8990184]"
공장,(주)태영피씨엠,전라북도 익산시 함라면 신대진등길 28,"[36.0521019, 126.9088838]"
공장,(주)태영피에스,경상북도 구미시 1공단로5길 24-2 (공단동),"[36.1036031, 128.3761291]"
공장,(주)태우,"경기도 안산시 단원구 시화로 133, 외 1필지(성곡동 664-9,10), 5다 201-10,11호 (성곡동)","[37.3207594, 126.7465533]"
공장,(주)태우라바텍,"인천광역시 남동구 능허대로625번길 140-4, 122블럭 1로트(692번지) (고잔동)","[37.3965804, 126.6861842]"
공장,(주)태우이엠피,"경상북도 구미시 수출대로 149 (공단동, (주)구미케미칼공장)","[36.1116531, 128.3810699]"
공장,(주)태웅,부산광역시 강서구 녹산산단27로 67 (송정동),"[35.1012208, 128.8293418]"
공장,(주)태웅,부산광역시 강서구 녹산산단335로 24-11 (송정동),"[35.0912295, 128.8552951]"
공장,(주)태원,"경기도 시흥시 옥구천서로93번길 65,  시화단지 1마 212호 (정왕동)","[37.3388171, 126.7017442]"
공장,(주)태원정공,인천광역시 미추홀구 봉수대로 48 (도화동),"[37.4813677, 126.6558913]"
공장,(주)태원테크닉스,"인천광역시 남동구 은봉로 51, B동 4층 407호 (논현동)","[37.4114457, 126.6973334]"
공장,(주)태원하이텍,부산광역시 강서구 가달1로 48 (생곡동),"[35.1317273, 128.8940145]"
공장,(주)태인,경상북도 구미시 1공단로6길 53-31 (공단동),"[36.0976895, 128.3801767]"
공장,(주)태일,"부산광역시 강서구 송정동 1493-7,14번지","[35.093788, 128.82799]"
공장,(주)태일엠텍,부산광역시 사하구 다산로 47 (다대동),"[35.0571653, 128.9590293]"
공장,(주)태일전자,광주광역시 광산구 하남산단9번로 63 (안청동),"[35.212867, 126.8099307]"
공장,(주)태정기공,"충청북도 충주시 충주산단1로 141,  충주제2산업단지 (용탄동)","[37.0137586, 127.943725]"
공장,(주)태종,"경기도 시흥시 엠티브이북로 203, 시화MTV 2사 811호 (정왕동)","[37.3532657, 126.7415456]"
공장,(주)태종금속,"경기도 시흥시 공단1대로28번길 105, 1마 201-1 (정왕동)","[37.3401755, 126.7016238]"
공장,(주)태준아그로텍,"인천광역시 남동구 함박뫼로 373,  37블럭 11로트 (남촌동)","[37.4123861, 126.7050232]"
공장,(주)태진,강원도 원주시 문막읍 동화공단로 68-1,"[37.335339, 127.8433548]"
공장,(주)태진금속 군산공장,전라북도 군산시 산단동서로 43 (오식도동),"[35.950559, 126.5780998]"
공장,(주)태진스틸산업,충청남도 당진시 부곡공단4길 28 -61(송악읍),"[36.9526895, 126.7817596]"
공장,(주)태진스틸산업 안산사무소,경기도 안산시 단원구 해안로 77 (목내동),"[37.3015564, 126.7662931]"
공장,(주)태진에이엔티,경상북도 구미시 3공단1로 112-7 (시미동),"[36.0926513, 128.403869]"
공장,(주)태진엔지니어링,부산광역시 기장군 장안읍 장안산단1로 92,"[35.3364758, 129.2658677]"
공장,(주)태진이.엔.지,"인천광역시 남동구 아암대로 1115, 160블록 2로트 (고잔동)","[37.3866102, 126.6919264]"
공장,(주)태진정공,충청북도 충주시 용탄동 1131번지 (제1산업단지) 외 2필지,"[37.0169804, 127.9429472]"
공장,(주)태진지엔에스,"인천광역시 남동구 능허대로577번길 163, 114블럭 3로트, 684-2번지 (고잔동)","[37.4001287, 126.6818102]"
공장,(주)태크녹스,"인천광역시 부평구 부평대로 283, 비동 7층 705,704B, C동 118 (청천동, 부평 우림라이온스밸리)","[37.5172029, 126.7201628]"
공장,(주)태평양,전라북도 군산시 가도로 76 (오식도동),"[35.95307630000001, 126.5688647]"
공장,(주)태평양금속,경상북도 구미시 산호대로 92 (공단동),"[36.12087, 128.3691785]"
공장,(주)태평양기업,"인천광역시 부평구 부평대로 301, 7층 712 (청천동, 남광센트렉스)","[37.5188694, 126.720996]"
공장,(주)태현테크원,경상남도 창원시 의창구 팔용로359번길 7 (팔용동),"[35.2499319, 128.6071209]"
공장,(주)태화인더스트리,부산광역시 강서구 녹산산단231로 20 (송정동),"[35.0906809, 128.8431522]"
공장,(주)태화인더스트리 부산지점,"부산광역시 강서구 녹산산단261로40번길 22,  송정동 1591-1 (송정동)","[35.0922994, 128.8482511]"
공장,(주)태화정공,전라북도 군산시 소룡동번지 1596번지,"[35.9742779, 126.6792641]"
공장,(주)태화정공,충청남도 당진시 송악읍 조비실길 16-83 (태화정공),"[36.9004442, 126.7236227]"
공장,(주)태화칼파씰,부산광역시 강서구 녹산산단262로49번길 24 (송정동),"[35.0842547, 128.8484529]"
공장,(주)태화칼파씰,부산광역시 강서구 녹산산단290로 11 (송정동),"[35.0881853, 128.8495442]"
공장,(주)태후코스메틱,"인천광역시 남동구 능허대로741번길 80,  156블록16로트 (고잔동)","[37.389609, 126.6960254]"
공장,(주)태흥시스템,"경상남도 창원시 성산구 완암로 50, 테크동 7층 710 (성산동, SK테크노파크)","[35.2056174, 128.6637929]"
공장,(주)터보링크,"경상남도 김해시 주촌면 골든루트로 103-30,  F-7","[35.2154841, 128.8322224]"
공장,(주)터보이온코리아,"인천광역시 남동구 남동동로 84, 3층 313호 (고잔동)","[37.3925634, 126.6961752]"
공장,(주)테드,대구광역시 달서구 앞산순환로51길 32 (송현동),"[35.8268406, 128.5541734]"
공장,(주)테라시스템,"경기도 안산시 단원구 성곡로 90, 3층,637-6 (성곡동)","[37.3173383, 126.7573335]"
공장,(주)테라시스템,"경기도 안산시 단원구 성곡로146번길 15, (성곡동 643-3번지) (성곡동)","[37.3220328, 126.7605089]"
공장,(주)테라젠테크,"경기도 시흥시 공단1대로 270,  시화단지 3다 201-2호 (정왕동)","[37.334157, 126.7300565]"
공장,(주)테라테크,"경기도 시흥시 공단1대로 144,  111호 시화단지 2다 202호 (A-111호) (정왕동) (총 2 필지)","[37.3407425, 126.7188376]"
